-180,-177,-174,-171,-168,-165,-162,-159,-156,-153,-150,-147,-144,-141,-138,-135,-132,-129,-126,-123,-120,-117,-114,-111,-108,-105,-102,-99,-96,-93,-90,-87,-84,-81,-78,-75,-72,-69,-66,-63,-60,-57,-54,-51,-48,-45,-42,-39,-36,-33,-30,-27,-24,-21,-18,-15,-12,-9,-6,-3,0,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,87,90,93,96,99,102,105,108,111,114,117,120,123,126,129,132,135,138,141,144,147,150,153,156,159,162,165,168,171,174,177,180
10.3772645795012,11.33188222656,12.5821713021903,14.6514284450474,16.1236968433158,16.9024241160431,17.8686109847299,18.4894704618541,18.7806059342249,18.7829141593331,19.0637939912659,19.0136362372552,19.1270907827097,19.4185453281643,20.169515025134,21.0490332069522,21.9720881089129,22.7957141593331,23.3291816918006,23.7247811236188,24.1504410500894,24.30838222656,24.2775756311946,24.0447713021902,23.7887427307617,23.5538483584673,23.1913029039218,23.1374704618541,23.1784284450474,23.6888786614976,23.9055713021902,24.513257016476,25.3084847221037,25.9099713021903,26.4695756311946,26.6214443180633,27.2480586971482,27.3461469324423,27.4608436236188,27.1992645795012,26.8454323060512,26.6145427307617,26.1603332069521,25.5706561236188,24.9545713021902,24.2896248736188,23.6456968433158,23.0579713021902,22.4769141593331,22.2072579381349,21.8751713021902,21.8070292853835,21.6663998736188,21.884515025134,22.0950311236188,22.3856175206776,22.6077427307617,22.9911816918006,23.2064544190734,23.6307574493764,23.8362939912659,24.1174284450474,24.2957939912659,24.3749713021902,24.4453635099824,24.6281998736188,24.6346665402855,24.5526665402855,24.6580907827097,24.5128436236188,24.2749089645279,24.0420881089129,23.9523938130128,23.58438222656,23.0651713021902,22.85938222656,22.6523234030306,22.4251427307617,22.1365623736188,21.9773332069521,21.5697498736188,20.8593528147953,20.1791713021903,19.5213528147953,18.9691175206776,18.6352351677365,18.990857016476,19.5284241160431,20.4424443180633,20.9026855879045,21.1707271463461,21.200257016476,20.9635453281643,20.4485756311946,19.8125756311946,19.017972095841,18.2662422978612,17.6797351677365,17.65488222656,17.6453427307617,17.9674998736188,17.9384284450474,17.9778855879045,18.1840301766491,18.2609443180633,18.3180907827097,18.4326284450474,18.5956109847299,18.9104284450474,19.1956968433158,19.10388222656,18.8344544190734,18.1133234030306,17.032722095841,15.5086059342249,13.1259373736188,10.7638483584673,8.26476457950116,7.8229089645279,9.46999987361882,10.3772645795012
