-180,-177,-174,-171,-168,-165,-162,-159,-156,-153,-150,-147,-144,-141,-138,-135,-132,-129,-126,-123,-120,-117,-114,-111,-108,-105,-102,-99,-96,-93,-90,-87,-84,-81,-78,-75,-72,-69,-66,-63,-60,-57,-54,-51,-48,-45,-42,-39,-36,-33,-30,-27,-24,-21,-18,-15,-12,-9,-6,-3,0,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,87,90,93,96,99,102,105,108,111,114,117,120,123,126,129,132,135,138,141,144,147,150,153,156,159,162,165,168,171,174,177,180
20.7908528147953,21.0874410500894,20.7724544190734,20.6968284450474,20.4910832069521,19.8479598736188,19.1450623736188,18.5619089645279,17.8175292853835,16.9127998736188,15.6383998736188,14.7002422978612,13.2806387625077,11.9346943180633,10.2526665402855,8.42091415933307,6.65382340303059,5.39823516773646,4.43002928538351,4.35979399126587,5.17919987361883,6.17619431806325,7.57766654028546,8.66142411604304,9.39062487361881,9.79318737361881,9.71059362361883,9.02397209584103,8.18905701647596,6.71061752067766,4.45279399126589,1.17147209584103,-3.37105568193675,-11.3220001263812,-8.75038247932235,-2.22138247932237,0.976562373618819,3.22664693244234,4.82770575597176,6.27175744937637,7.7528528147953,9.40544105008941,11.04612108574,12.665857016476,14.0519392675582,15.1774704618541,16.042057016476,16.9562422978613,17.4732645795012,17.9094284450474,18.2563029039218,18.3903609847299,18.7652422978612,19.1586109847299,19.6944061236188,20.1721998736188,20.9080881089129,21.5474410500894,22.1330936236188,22.6554373736188,23.2007645795012,23.4963141593331,23.7974704618541,23.8786998736188,23.850818055437,23.4869116383247,23.4894704618541,23.4244410500894,23.1396248736188,22.7405586971482,22.6970301766491,22.4093635099825,22.4718234030306,22.2997939912659,22.1713713021903,21.9850907827097,21.6076968433158,21.4761816918006,21.1886855879045,21.0919998736188,20.9708054291744,20.8403029039218,20.797457016476,20.8954570164759,20.784722095841,20.9320276513966,20.8866855879045,20.6737427307617,20.377818055437,20.1305713021902,19.618457016476,19.2529030994253,18.7097939912659,18.3384704618541,17.6521427307617,17.4343029039218,16.9002939912659,16.3992119948309,15.8211175206776,15.2969165402855,14.6314686236188,13.9689998736188,13.0920301766491,12.065515025134,10.5652284450474,8.24621199483093,4.95857130219024,2.01990896452791,3.85418169180063,8.18085701647595,11.2997877524067,13.9533234030306,15.6980292853835,17.1852498736188,18.2447271463461,19.2444998736188,20.0911469324423,20.7802057559717,21.3352422978612,21.6452351677365,20.7908528147953
