Phi[deg],Theta[deg],RealizedGainTotal
-158,50,0.439813
-156,50,0.434402
-154,50,0.428542
-152,50,0.422435
-150,50,0.416308
-148,50,0.410401
-146,50,0.404949
-144,50,0.400173
-142,50,0.396271
-140,50,0.39341
-138,50,0.391722
-136,50,0.391304
-134,50,0.392215
-132,50,0.394482
-130,50,0.398104
-128,50,0.403053
-126,50,0.409283
-124,50,0.416733
-122,50,0.425328
-120,50,0.434988
-118,50,0.445628
-116,50,0.457157
-114,50,0.469484
-112,50,0.482515
-110,50,0.496153
-108,50,0.510298
-106,50,0.524843
-104,50,0.539676
-102,50,0.554674
-100,50,0.569702
-98,50,0.584617
-96,50,0.599258
-94,50,0.613453
-92,50,0.627016
-90,50,0.639748
-88,50,0.651443
-86,50,0.661886
-84,50,0.670864
-82,50,0.678169
-80,50,0.683606
-78,50,0.687003
-76,50,0.688217
-74,50,0.687148
-72,50,0.683745
-70,50,0.678016
-68,50,0.670039
-66,50,0.659958
-64,50,0.647998
-62,50,0.634452
-60,50,0.619684
-58,50,0.604114
-56,50,0.588209
-54,50,0.57246
-52,50,0.557363
-50,50,0.543393
-48,50,0.530983
-46,50,0.520498
-44,50,0.512215
-42,50,0.506306
-40,50,0.502834
-38,50,0.501747
-36,50,0.502889
-34,50,0.50601
-32,50,0.510797
-30,50,0.516892
-28,50,0.523927
-26,50,0.531558
-24,50,0.539488
-22,50,0.547492
-20,50,0.555442
-18,50,0.563307
-16,50,0.571164
-14,50,0.57919
-12,50,0.587645
-10,50,0.596855
-8,50,0.607188
-6,50,0.619019
-4,50,0.632703
-2,50,0.64854
0,50,0.666749
2,50,0.68744
4,50,0.710595
6,50,0.736059
8,50,0.763538
10,50,0.79261
12,50,0.822743
14,50,0.853326
16,50,0.883705
18,50,0.913222
20,50,0.941257
22,50,0.967263
24,50,0.990805
26,50,1.01157
28,50,1.0294
30,50,1.04425
32,50,1.05623
34,50,1.06555
36,50,1.07248
38,50,1.07738
40,50,1.08059
42,50,1.08244
44,50,1.08325
46,50,1.08327
48,50,1.08269
50,50,1.08162
52,50,1.08014
54,50,1.07825
56,50,1.07593
58,50,1.07311
60,50,1.06972
62,50,1.0657
64,50,1.06097
66,50,1.05551
68,50,1.04927
70,50,1.04227
72,50,1.03451
74,50,1.02605
76,50,1.01693
78,50,1.00722
80,50,0.996987
82,50,0.986311
84,50,0.975258
86,50,0.963887
88,50,0.952247
90,50,0.940373
92,50,0.928286
94,50,0.915991
96,50,0.903477
98,50,0.890722
100,50,0.877691
102,50,0.864342
104,50,0.850633
106,50,0.836523
108,50,0.821976
110,50,0.806976
112,50,0.79152
114,50,0.775632
116,50,0.759363
118,50,0.742791
120,50,0.726023
122,50,0.70919
124,50,0.692443
126,50,0.675947
128,50,0.659866
130,50,0.644361
132,50,0.629572
134,50,0.615613
136,50,0.602563
138,50,0.590462
140,50,0.579304
142,50,0.569047
144,50,0.559611
146,50,0.550891
148,50,0.542765
150,50,0.535109
152,50,0.527806
154,50,0.52076
156,50,0.513906
158,50,0.507211
160,50,0.500682
162,50,0.49436
164,50,0.488316
166,50,0.482642
168,50,0.477438
170,50,0.472803
172,50,0.468818
174,50,0.465535
176,50,0.462971
178,50,0.461094
180,50,0.45983
-180,52,0.449396
-178,52,0.447781
-176,52,0.446475
-174,52,0.445312
-172,52,0.444105
-170,52,0.442665
-168,52,0.440821
-166,52,0.438426
-164,52,0.435383
-162,52,0.431645
-160,52,0.427223
-158,52,0.422187
-156,52,0.416663
-154,52,0.410818
-152,52,0.404853
-150,52,0.398991
-148,52,0.393458
-146,52,0.388474
-144,52,0.384242
-142,52,0.380939
-140,52,0.378708
-138,52,0.377662
-136,52,0.377875
-134,52,0.37939
-132,52,0.382222
-130,52,0.386361
-128,52,0.391773
-126,52,0.398414
-124,52,0.406224
-122,52,0.415137
-120,52,0.425083
-118,52,0.435987
-116,52,0.447773
-114,52,0.460363
-112,52,0.473677
-110,52,0.48763
-108,52,0.502135
-106,52,0.517094
-104,52,0.532405
-102,52,0.54795
-100,52,0.5636
-98,52,0.579211
-96,52,0.594623
-94,52,0.609656
-92,52,0.624116
-90,52,0.637792
-88,52,0.65046
-86,52,0.661884
-84,52,0.671826
-82,52,0.680048
-80,52,0.686322
-78,52,0.690441
-76,52,0.692224
-74,52,0.691534
-72,52,0.688281
-70,52,0.682441
-68,52,0.674059
-66,52,0.663259
-64,52,0.650251
-62,52,0.635323
-60,52,0.618848
-58,52,0.601268
-56,52,0.583081
-54,52,0.564823
-52,52,0.547047
-50,52,0.530291
-48,52,0.515055
-46,52,0.501773
-44,52,0.490785
-42,52,0.482324
-40,52,0.476499
-38,52,0.473293
-36,52,0.472571
-34,52,0.474091
-32,52,0.477533
-30,52,0.482525
-28,52,0.488677
-26,52,0.495615
-24,52,0.503015
-22,52,0.510629
-20,52,0.518306
-18,52,0.526003
-16,52,0.53379
-14,52,0.541844
-12,52,0.550435
-10,52,0.559903
-8,52,0.570632
-6,52,0.583016
-4,52,0.59743
-2,52,0.614188
0,52,0.633518
2,52,0.65553
4,52,0.680196
6,52,0.707337
8,52,0.736626
10,52,0.767594
12,52,0.799655
14,52,0.832139
16,52,0.864331
18,52,0.895515
20,52,0.925024
22,52,0.952277
24,52,0.976817
26,52,0.998332
28,52,1.01667
30,52,1.03183
32,52,1.04396
34,52,1.05332
36,52,1.06023
38,52,1.0651
40,52,1.0683
42,52,1.07022
44,52,1.07118
46,52,1.07142
48,52,1.07115
50,52,1.07045
52,52,1.06937
54,52,1.06789
56,52,1.06595
58,52,1.06347
60,52,1.06035
62,52,1.05651
64,52,1.05187
66,52,1.0464
68,52,1.04006
70,52,1.03288
72,52,1.02488
74,52,1.01612
76,52,1.00667
78,52,0.99663
80,52,0.986077
82,52,0.975104
84,52,0.963795
86,52,0.952223
88,52,0.940447
90,52,0.928512
92,52,0.916441
94,52,0.904241
96,52,0.891901
98,52,0.879391
100,52,0.866667
102,52,0.853675
104,52,0.840355
106,52,0.826644
108,52,0.812485
110,52,0.797835
112,52,0.782668
114,52,0.766984
116,52,0.750812
118,52,0.734216
120,52,0.717295
122,52,0.700179
124,52,0.683031
126,52,0.666032
128,52,0.649376
130,52,0.633258
132,52,0.617858
134,52,0.603333
136,52,0.589804
138,52,0.577347
140,52,0.565987
142,52,0.5557
144,52,0.546416
146,52,0.538024
148,52,0.530384
150,52,0.523345
152,52,0.51675
154,52,0.510462
156,52,0.504364
158,52,0.49838
160,52,0.492472
162,52,0.486644
164,52,0.48094
166,52,0.475432
168,52,0.470215
170,52,0.465388
172,52,0.461044
174,52,0.457256
176,52,0.454062
178,52,0.451458
180,52,0.449396
-180,54,0.438983
-178,54,0.436445
-176,54,0.434197
-174,54,0.432099
-172,54,0.42999
-170,54,0.427702
-168,54,0.425081
-166,54,0.422
-164,54,0.418372
-162,54,0.414163
-160,54,0.409394
-158,54,0.40414
-156,54,0.398526
-154,54,0.392718
-152,54,0.386909
-150,54,0.381306
-148,54,0.37612
-146,54,0.371548
-144,54,0.367769
-142,54,0.364935
-140,54,0.363166
-138,54,0.362553
-136,54,0.363152
-134,54,0.364994
-132,54,0.368085
-130,54,0.372412
-128,54,0.377944
-126,54,0.384642
-124,54,0.392457
-122,54,0.401336
-120,54,0.411223
-118,54,0.42206
-116,54,0.433784
-114,54,0.446336
-112,54,0.459648
-110,54,0.47365
-108,54,0.488265
-106,54,0.503408
-104,54,0.518982
-102,54,0.534878
-100,54,0.55097
-98,54,0.567114
-96,54,0.583149
-94,54,0.598893
-92,54,0.614142
-90,54,0.628675
-88,54,0.642253
-86,54,0.654624
-84,54,0.665525
-82,54,0.674693
-80,54,0.681871
-78,54,0.686816
-76,54,0.689314
-74,54,0.689187
-72,54,0.686312
-70,54,0.680625
-68,54,0.67214
-66,54,0.660954
-64,54,0.647254
-62,54,0.631322
-60,54,0.613529
-58,54,0.59433
-56,54,0.574249
-54,54,0.553863
-52,54,0.533771
-50,54,0.514574
-48,54,0.496835
-46,54,0.481056
-44,54,0.467642
-42,54,0.456885
-40,54,0.448944
-38,54,0.443839
-36,54,0.441459
-34,54,0.441571
-32,54,0.44385
-30,54,0.447909
-28,54,0.453335
-26,54,0.459725
-24,54,0.466726
-22,54,0.474063
-20,54,0.481562
-18,54,0.489166
-16,54,0.496935
-14,54,0.505046
-12,54,0.513777
-10,54,0.523481
-8,54,0.53456
-6,54,0.547431
-4,54,0.562487
-2,54,0.580062
0,54,0.600396
2,54,0.623602
4,54,0.649644
6,54,0.678326
8,54,0.709289
10,54,0.742019
12,54,0.77588
14,54,0.810143
16,54,0.844032
18,54,0.876778
20,54,0.907664
22,54,0.936078
24,54,0.961542
26,54,0.983746
28,54,1.00255
30,54,1.018
32,54,1.03026
34,54,1.03965
36,54,1.04657
38,54,1.05143
40,54,1.05467
42,54,1.0567
44,54,1.05784
46,54,1.05836
48,54,1.05842
50,54,1.05811
52,54,1.05743
54,54,1.05635
56,54,1.05476
58,54,1.05255
60,54,1.04963
62,54,1.04589
64,54,1.04125
66,54,1.03567
68,54,1.02915
70,54,1.02169
72,54,1.01336
74,54,1.00424
76,54,0.994403
78,54,0.983968
80,54,0.973039
82,54,0.961722
84,54,0.950113
86,54,0.938299
88,54,0.926349
90,54,0.914313
92,54,0.902223
94,54,0.890087
96,54,0.877894
98,54,0.865612
100,54,0.853191
102,54,0.840567
104,54,0.827665
106,54,0.814405
108,54,0.800708
110,54,0.786507
112,54,0.771748
114,54,0.756406
116,54,0.740484
118,54,0.724025
120,54,0.707112
122,54,0.689871
124,54,0.672464
126,54,0.655087
128,54,0.637958
130,54,0.621302
132,54,0.605342
134,54,0.590279
136,54,0.576278
138,54,0.563459
140,54,0.551885
142,54,0.541558
144,54,0.532424
146,54,0.524372
148,54,0.517251
150,54,0.510881
152,54,0.505071
154,54,0.499633
156,54,0.494401
158,54,0.489246
160,54,0.484078
162,54,0.478859
164,54,0.473596
166,54,0.468338
168,54,0.463166
170,54,0.458182
172,54,0.453487
174,54,0.449174
176,54,0.445308
178,54,0.441916
180,54,0.438983
-180,56,0.4286
-178,56,0.425074
-176,56,0.421818
-174,56,0.418725
-172,56,0.415662
-170,56,0.412488
-168,56,0.409067
-166,56,0.40529
-164,56,0.401083
-162,56,0.39642
-160,56,0.391328
-158,56,0.385883
-156,56,0.380206
-154,56,0.374451
-152,56,0.368796
-150,56,0.36343
-148,56,0.358536
-146,56,0.354287
-144,56,0.350834
-142,56,0.348301
-140,56,0.346788
-138,56,0.346364
-136,56,0.347074
-134,56,0.34894
-132,56,0.351967
-130,56,0.356145
-128,56,0.361455
-126,56,0.367868
-124,56,0.375352
-122,56,0.383872
-120,56,0.39339
-118,56,0.403866
-116,56,0.415255
-114,56,0.427512
-112,56,0.440585
-110,56,0.454416
-108,56,0.468939
-106,56,0.484075
-104,56,0.499736
-102,56,0.515815
-100,56,0.53219
-98,56,0.548718
-96,56,0.565237
-94,56,0.581559
-92,56,0.597477
-90,56,0.612761
-88,56,0.62716
-86,56,0.640405
-84,56,0.652219
-82,56,0.662314
-80,56,0.670406
-78,56,0.676226
-76,56,0.679525
-74,56,0.680092
-72,56,0.677766
-70,56,0.672449
-68,56,0.664119
-66,56,0.652845
-64,56,0.638788
-62,56,0.622213
-60,56,0.603486
-58,56,0.583067
-56,56,0.5615
-54,56,0.53939
-52,56,0.517383
-50,56,0.49613
-48,56,0.476257
-46,56,0.45833
-44,56,0.442819
-42,56,0.430076
-40,56,0.420311
-38,56,0.413582
-36,56,0.409803
-34,56,0.408754
-32,56,0.410104
-30,56,0.413453
-28,56,0.418361
-26,56,0.424399
-24,56,0.43118
-22,56,0.4384
-20,56,0.445859
-18,56,0.453479
-16,56,0.461311
-14,56,0.469528
-12,56,0.478414
-10,56,0.488334
-8,56,0.49971
-6,56,0.512981
-4,56,0.528566
-2,56,0.546821
0,56,0.568003
2,56,0.592234
4,56,0.619479
6,56,0.649527
8,56,0.681991
10,56,0.716321
12,56,0.751829
14,56,0.78773
16,56,0.823192
18,56,0.85739
20,56,0.889561
22,56,0.919058
24,56,0.945386
26,56,0.968235
28,56,0.987482
30,56,1.00319
32,56,1.0156
34,56,1.02505
36,56,1.03198
38,56,1.03688
40,56,1.0402
42,56,1.04237
44,56,1.04373
46,56,1.04453
48,56,1.04492
50,56,1.04498
52,56,1.04466
54,56,1.04391
56,56,1.04259
58,56,1.04059
60,56,1.03776
62,56,1.03402
64,56,1.02927
66,56,1.0235
68,56,1.01669
70,56,1.00889
72,56,1.00017
74,56,0.990624
76,56,0.980359
78,56,0.9695
80,56,0.958167
82,56,0.946481
84,56,0.934549
86,56,0.922466
88,56,0.910311
90,56,0.898139
92,56,0.885987
94,56,0.87387
96,56,0.861777
98,56,0.849677
100,56,0.83752
102,56,0.825234
104,56,0.812736
106,56,0.799932
108,56,0.786727
110,56,0.773028
112,56,0.758759
114,56,0.743864
116,56,0.72832
118,56,0.712144
120,56,0.695398
122,56,0.678192
124,56,0.660683
126,56,0.643074
128,56,0.625599
130,56,0.608512
132,56,0.592073
134,56,0.576527
136,56,0.562087
138,56,0.548922
140,56,0.537136
142,56,0.526767
144,56,0.517781
146,56,0.510076
148,56,0.503494
150,56,0.497831
152,56,0.49286
154,56,0.488346
156,56,0.484069
158,56,0.47984
160,56,0.475515
162,56,0.471004
164,56,0.466271
166,56,0.461338
168,56,0.456268
170,56,0.451157
172,56,0.44612
174,56,0.441268
176,56,0.436696
178,56,0.432466
180,56,0.4286
-180,58,0.418261
-178,58,0.413699
-176,58,0.409391
-174,58,0.405265
-172,58,0.401223
-170,58,0.397149
-168,58,0.392929
-166,58,0.38847
-164,58,0.383709
-162,58,0.378627
-160,58,0.373249
-158,58,0.367647
-156,58,0.361931
-154,58,0.356237
-152,58,0.350722
-150,58,0.345547
-148,58,0.340866
-146,58,0.336822
-144,58,0.333537
-142,58,0.33111
-140,58,0.32962
-138,58,0.329121
-136,58,0.329651
-134,58,0.331232
-132,58,0.333875
-130,58,0.337582
-128,58,0.342348
-126,58,0.348166
-124,58,0.355025
-122,58,0.362909
-120,58,0.371801
-118,58,0.381679
-116,58,0.392518
-114,58,0.404285
-112,58,0.41694
-110,58,0.430437
-108,58,0.444714
-106,58,0.459701
-104,58,0.475311
-102,58,0.491441
-100,58,0.507969
-98,58,0.524752
-96,58,0.541624
-94,58,0.558398
-92,58,0.574859
-90,58,0.590771
-88,58,0.605876
-86,58,0.619894
-84,58,0.632531
-82,58,0.643486
-80,58,0.652453
-78,58,0.659138
-76,58,0.663265
-74,58,0.664593
-72,58,0.662928
-70,58,0.658139
-68,58,0.650171
-66,58,0.639059
-64,58,0.624939
-62,58,0.608055
-60,58,0.588758
-58,58,0.567509
-56,58,0.54486
-54,58,0.52144
-52,58,0.49793
-50,58,0.475028
-48,58,0.453417
-46,58,0.433722
-44,58,0.416476
-42,58,0.40209
-40,58,0.390825
-38,58,0.382781
-36,58,0.377898
-34,58,0.375968
-32,58,0.37666
-30,58,0.379557
-28,58,0.384196
-26,58,0.390116
-24,58,0.396897
-22,58,0.404199
-20,58,0.411793
-18,58,0.419576
-16,58,0.427583
-14,58,0.435979
-12,58,0.44505
-10,58,0.455174
-8,58,0.46679
-6,58,0.480363
-4,58,0.496341
-2,58,0.515108
0,58,0.536946
2,58,0.561996
4,58,0.590228
6,58,0.621428
8,58,0.655187
10,58,0.690921
12,58,0.7279
14,58,0.765284
16,58,0.802184
18,58,0.837722
20,58,0.871089
22,58,0.901602
24,58,0.928748
26,58,0.952214
28,58,0.971892
30,58,0.987878
32,58,1.00044
34,58,1.00997
36,58,1.01696
38,58,1.02191
40,58,1.02534
42,58,1.02766
44,58,1.02924
46,58,1.03031
48,58,1.031
50,58,1.03136
52,58,1.03133
54,58,1.03081
56,58,1.02966
58,58,1.02773
60,58,1.02489
62,58,1.02103
64,58,1.01607
66,58,1.01001
68,58,1.00284
70,58,0.99464
72,58,0.985485
74,58,0.97549
76,58,0.964782
78,58,0.953495
80,58,0.941762
82,58,0.92971
84,58,0.917455
86,58,0.905097
88,58,0.892718
90,58,0.880382
92,58,0.868129
94,58,0.855977
96,58,0.843923
98,58,0.831939
100,58,0.819975
102,58,0.807963
104,58,0.795814
106,58,0.783428
108,58,0.770695
110,58,0.757508
112,58,0.743764
114,58,0.729384
116,58,0.714314
118,58,0.698542
120,58,0.682104
122,58,0.665088
124,58,0.64764
126,58,0.629957
128,58,0.612284
130,58,0.594898
132,58,0.578089
134,58,0.562145
136,58,0.547329
138,58,0.533856
140,58,0.52188
142,58,0.511477
144,58,0.502643
146,58,0.49529
148,58,0.489258
150,58,0.484325
152,58,0.48023
154,58,0.476692
156,58,0.473434
158,58,0.470206
160,58,0.466804
162,58,0.463081
164,58,0.458954
166,58,0.454408
168,58,0.449487
170,58,0.444281
172,58,0.438911
174,58,0.433511
176,58,0.428208
178,58,0.423103
180,58,0.418261
-180,60,0.407973
-178,60,0.402351
-176,60,0.39697
-174,60,0.391801
-172,60,0.38678
-170,60,0.381819
-168,60,0.376827
-166,60,0.371724
-164,60,0.366454
-162,60,0.361001
-160,60,0.355384
-158,60,0.349663
-156,60,0.343929
-154,60,0.338296
-152,60,0.332891
-150,60,0.327843
-148,60,0.323275
-146,60,0.319295
-144,60,0.315999
-142,60,0.313464
-140,60,0.31175
-138,60,0.310906
-136,60,0.310969
-134,60,0.311969
-132,60,0.313931
-130,60,0.316876
-128,60,0.320823
-126,60,0.325786
-124,60,0.33178
-122,60,0.338812
-120,60,0.346885
-118,60,0.355997
-116,60,0.366136
-114,60,0.377281
-112,60,0.389403
-110,60,0.402459
-108,60,0.416393
-106,60,0.431135
-104,60,0.4466
-102,60,0.462683
-100,60,0.479261
-98,60,0.496189
-96,60,0.5133
-94,60,0.530401
-92,60,0.547277
-90,60,0.563686
-88,60,0.579363
-86,60,0.594024
-84,60,0.607364
-82,60,0.61907
-80,60,0.628822
-78,60,0.636309
-76,60,0.641234
-74,60,0.643331
-72,60,0.642379
-70,60,0.638217
-68,60,0.630758
-66,60,0.620007
-64,60,0.606071
-62,60,0.589168
-60,60,0.569634
-58,60,0.547919
-56,60,0.524577
-54,60,0.500253
-52,60,0.475653
-50,60,0.451515
-48,60,0.428569
-46,60,0.407497
-44,60,0.388892
-42,60,0.37322
-40,60,0.360795
-38,60,0.351759
-36,60,0.346081
-34,60,0.343567
-32,60,0.343886
-30,60,0.346609
-28,60,0.351248
-26,60,0.357309
-24,60,0.364336
-22,60,0.37195
-20,60,0.379886
-18,60,0.388011
-16,60,0.396336
-14,60,0.405012
-12,60,0.414321
-10,60,0.424647
-8,60,0.436449
-6,60,0.450219
-4,60,0.466437
-2,60,0.485522
0,60,0.507793
2,60,0.533417
4,60,0.562385
6,60,0.594483
8,60,0.629296
10,60,0.666214
12,60,0.704464
14,60,0.74316
16,60,0.781357
18,60,0.818123
20,60,0.852601
22,60,0.884073
24,60,0.912002
26,60,0.936072
28,60,0.956186
30,60,0.972463
32,60,0.985205
34,60,0.99485
36,60,1.00192
38,60,1.00696
40,60,1.0105
42,60,1.01297
44,60,1.01473
46,60,1.01602
48,60,1.01694
50,60,1.01751
52,60,1.01765
54,60,1.01723
56,60,1.01611
58,60,1.01411
60,60,1.01111
62,60,1.00701
64,60,1.00174
66,60,0.995298
68,60,0.987718
70,60,0.979074
72,60,0.969471
74,60,0.959035
76,60,0.947903
78,60,0.936218
80,60,0.924117
82,60,0.911732
84,60,0.899179
86,60,0.88656
88,60,0.873959
90,60,0.861441
92,60,0.849051
94,60,0.836813
96,60,0.824729
98,60,0.812779
100,60,0.80092
102,60,0.789088
104,60,0.7772
106,60,0.765153
108,60,0.752832
110,60,0.740118
112,60,0.726892
114,60,0.71305
116,60,0.698512
118,60,0.683233
120,60,0.667221
122,60,0.650536
124,60,0.633304
126,60,0.615711
128,60,0.598002
130,60,0.580467
132,60,0.563423
134,60,0.547195
136,60,0.532091
138,60,0.518376
140,60,0.506252
142,60,0.495841
144,60,0.487171
146,60,0.480176
148,60,0.474699
150,60,0.470506
152,60,0.467305
154,60,0.464771
156,60,0.462572
158,60,0.460395
160,60,0.457972
162,60,0.455095
164,60,0.45163
166,60,0.447521
168,60,0.442787
170,60,0.43751
172,60,0.431819
174,60,0.425869
176,60,0.419821
178,60,0.413819
180,60,0.407973
-180,62,0.397745
-178,62,0.39106
-176,62,0.384612
-174,62,0.378416
-172,62,0.372443
-170,62,0.366635
-168,62,0.360921
-166,62,0.355232
-164,62,0.349517
-162,62,0.343754
-160,62,0.337951
-158,62,0.33215
-156,62,0.326417
-154,62,0.320836
-152,62,0.315499
-150,62,0.310499
-148,62,0.305926
-146,62,0.301856
-144,62,0.298359
-142,62,0.295494
-140,62,0.293314
-138,62,0.291865
-136,62,0.291195
-134,62,0.291349
-132,62,0.292374
-130,62,0.294317
-128,62,0.297223
-126,62,0.301135
-124,62,0.306092
-122,62,0.312126
-120,62,0.319258
-118,62,0.327502
-116,62,0.336858
-114,62,0.347314
-112,62,0.358843
-110,62,0.371405
-108,62,0.384944
-106,62,0.399389
-104,62,0.41465
-102,62,0.430619
-100,62,0.44717
-98,62,0.464154
-96,62,0.4814
-94,62,0.498714
-92,62,0.515876
-90,62,0.532643
-88,62,0.548747
-86,62,0.5639
-84,62,0.577795
-82,62,0.59011
-80,62,0.600521
-78,62,0.608702
-76,62,0.614344
-74,62,0.617164
-72,62,0.61692
-70,62,0.613425
-68,62,0.606566
-66,62,0.596319
-64,62,0.582763
-62,62,0.566089
-60,62,0.54661
-58,62,0.524761
-56,62,0.501091
-54,62,0.476248
-52,62,0.450958
-50,62,0.425987
-48,62,0.402106
-46,62,0.380047
-44,62,0.360456
-42,62,0.343855
-40,62,0.330607
-38,62,0.320899
-36,62,0.314729
-34,62,0.311922
-32,62,0.312151
-30,62,0.314974
-28,62,0.319884
-26,62,0.326352
-24,62,0.333883
-22,62,0.342058
-20,62,0.350567
-18,62,0.359239
-16,62,0.368052
-14,62,0.377135
-12,62,0.386756
-10,62,0.397303
-8,62,0.409247
-6,62,0.423108
-4,62,0.439403
-2,62,0.458597
0,62,0.481051
2,62,0.506975
4,62,0.536391
6,62,0.569104
8,62,0.6047
10,62,0.642551
12,62,0.681854
14,62,0.721676
16,62,0.76102
18,62,0.7989
20,62,0.83441
22,62,0.86679
24,62,0.89548
26,62,0.920152
28,62,0.940717
30,62,0.957313
32,62,0.97027
34,62,0.980061
36,62,0.987239
38,62,0.992377
40,62,0.996016
42,62,0.99861
44,62,1.0005
46,62,1.00192
48,62,1.00295
50,62,1.00359
52,62,1.00375
54,62,1.00328
56,62,1.00201
58,62,0.999799
60,62,0.9965
62,62,0.99203
64,62,0.986347
66,62,0.97946
68,62,0.971423
70,62,0.962327
72,62,0.95229
74,62,0.941446
76,62,0.92994
78,62,0.917915
80,62,0.905509
82,62,0.892848
84,62,0.880046
86,62,0.867201
88,62,0.854395
90,62,0.841693
92,62,0.829142
94,62,0.81677
96,62,0.804588
98,62,0.792584
100,62,0.780729
102,62,0.768968
104,62,0.757226
106,62,0.74541
108,62,0.733405
110,62,0.721089
112,62,0.70833
114,62,0.695008
116,62,0.681017
118,62,0.666286
120,62,0.650786
122,62,0.634551
124,62,0.617677
126,62,0.600332
128,62,0.582753
130,62,0.565234
132,62,0.548109
134,62,0.531734
136,62,0.516456
138,62,0.502589
140,62,0.490383
142,62,0.480006
144,62,0.471524
146,62,0.464896
148,62,0.459976
150,62,0.456522
152,62,0.454216
154,62,0.452693
156,62,0.451567
158,62,0.450463
160,62,0.449048
162,62,0.44705
164,62,0.444281
166,62,0.440642
168,62,0.436123
170,62,0.430796
172,62,0.424795
174,62,0.418299
176,62,0.411504
178,62,0.404598
180,62,0.397745
-180,64,0.387576
-178,64,0.379853
-176,64,0.37237
-174,64,0.365189
-172,64,0.358319
-170,64,0.351729
-168,64,0.345366
-166,64,0.339168
-164,64,0.333085
-162,64,0.327082
-160,64,0.321153
-158,64,0.315311
-156,64,0.309592
-154,64,0.304044
-152,64,0.298723
-150,64,0.293683
-148,64,0.288979
-146,64,0.28466
-144,64,0.280773
-142,64,0.277368
-140,64,0.274494
-138,64,0.272209
-136,64,0.270577
-134,64,0.269666
-132,64,0.269553
-130,64,0.270313
-128,64,0.272024
-126,64,0.274758
-124,64,0.278577
-122,64,0.283536
-120,64,0.289672
-118,64,0.297011
-116,64,0.305561
-114,64,0.315312
-112,64,0.326239
-110,64,0.338299
-108,64,0.351431
-106,64,0.365558
-104,64,0.380585
-102,64,0.396398
-100,64,0.412864
-98,64,0.429829
-96,64,0.447118
-94,64,0.464534
-92,64,0.481856
-90,64,0.49884
-88,64,0.515218
-86,64,0.530701
-84,64,0.544983
-82,64,0.557744
-80,64,0.568655
-78,64,0.577388
-76,64,0.583628
-74,64,0.587081
-72,64,0.587491
-70,64,0.584654
-68,64,0.578436
-66,64,0.568786
-64,64,0.555756
-62,64,0.539511
-60,64,0.520337
-58,64,0.498649
-56,64,0.474982
-54,64,0.449981
-52,64,0.424377
-50,64,0.398959
-48,64,0.374528
-46,64,0.351858
-44,64,0.331642
-42,64,0.314453
-40,64,0.300704
-38,64,0.290624
-36,64,0.284246
-34,64,0.281416
-32,64,0.281815
-30,64,0.284995
-28,64,0.290428
-26,64,0.297556
-24,64,0.305845
-22,64,0.31483
-20,64,0.324152
-18,64,0.333594
-16,64,0.343088
-14,64,0.35273
-12,64,0.362764
-10,64,0.373569
-8,64,0.385628
-6,64,0.399483
-4,64,0.415693
-2,64,0.434775
0,64,0.457146
2,64,0.483073
4,64,0.512624
6,64,0.54564
8,64,0.58172
10,64,0.620234
12,64,0.660352
14,64,0.701102
16,64,0.741437
18,64,0.780314
20,64,0.816776
22,64,0.85002
24,64,0.879456
26,64,0.904738
28,64,0.925778
30,64,0.942727
32,64,0.955937
34,64,0.965905
36,64,0.973209
38,64,0.978445
40,64,0.982163
42,64,0.984823
44,64,0.986765
46,64,0.988196
48,64,0.9892
50,64,0.98975
52,64,0.989744
54,64,0.989031
56,64,0.987447
58,64,0.984842
60,64,0.981099
62,64,0.976146
64,64,0.969963
66,64,0.962579
68,64,0.954067
70,64,0.94453
72,64,0.934097
74,64,0.922905
76,64,0.911099
78,64,0.898816
80,64,0.886187
82,64,0.873329
84,64,0.860346
86,64,0.847328
88,64,0.83435
90,64,0.821474
92,64,0.808748
94,64,0.796204
96,64,0.783861
98,64,0.77172
100,64,0.759765
102,64,0.747957
104,64,0.736237
106,64,0.724524
108,64,0.712715
110,64,0.700688
112,64,0.688313
114,64,0.675455
116,64,0.66199
118,64,0.647821
120,64,0.632889
122,64,0.617192
124,64,0.600798
126,64,0.583848
128,64,0.566561
130,64,0.549226
132,64,0.532186
134,64,0.515818
136,64,0.500503
138,64,0.486596
140,64,0.474395
142,64,0.464112
144,64,0.455854
146,64,0.44961
148,64,0.445247
150,64,0.442522
152,64,0.441097
154,64,0.44057
156,64,0.440506
158,64,0.44047
160,64,0.440063
162,64,0.438951
164,64,0.436889
166,64,0.433733
168,64,0.429444
170,64,0.424079
172,64,0.417781
174,64,0.41075
176,64,0.403218
178,64,0.395422
180,64,0.387576
-180,66,0.377466
-178,66,0.368752
-176,66,0.360294
-174,66,0.352197
-172,66,0.344509
-170,66,0.337224
-168,66,0.330303
-166,66,0.323689
-164,66,0.317325
-162,66,0.31116
-160,66,0.305164
-158,66,0.299319
-156,66,0.293624
-154,66,0.288088
-152,66,0.282725
-150,66,0.277553
-148,66,0.272593
-146,66,0.267871
-144,66,0.26342
-142,66,0.259285
-140,66,0.255524
-138,66,0.252212
-136,66,0.249438
-134,66,0.247301
-132,66,0.245911
-130,66,0.245378
-128,66,0.24581
-126,66,0.247307
-124,66,0.249955
-122,66,0.253826
-120,66,0.258971
-118,66,0.265423
-116,66,0.27319
