Phi[deg],Theta[deg],RealizedGainTotal
146,140,0.489476
148,140,0.472086
150,140,0.456072
152,140,0.441566
154,140,0.428662
156,140,0.417418
158,140,0.407849
160,140,0.399927
162,140,0.393579
164,140,0.388694
166,140,0.385123
168,140,0.38269
170,140,0.381195
172,140,0.380423
174,140,0.380158
176,140,0.380187
178,140,0.380307
180,140,0.380339
-180,142,0.412614
-178,142,0.41285
-176,142,0.412543
-174,142,0.411592
-172,142,0.409922
-170,142,0.407491
-168,142,0.404278
-166,142,0.400287
-164,142,0.395542
-162,142,0.390078
-160,142,0.383946
-158,142,0.377204
-156,142,0.369915
-154,142,0.362146
-152,142,0.353969
-150,142,0.345453
-148,142,0.336672
-146,142,0.327698
-144,142,0.318604
-142,142,0.309464
-140,142,0.300349
-138,142,0.291334
-136,142,0.282488
-134,142,0.273881
-132,142,0.265578
-130,142,0.257639
-128,142,0.250116
-126,142,0.243054
-124,142,0.236489
-122,142,0.230443
-120,142,0.224926
-118,142,0.219935
-116,142,0.215451
-114,142,0.211442
-112,142,0.207863
-110,142,0.204657
-108,142,0.201754
-106,142,0.199081
-104,142,0.196555
-102,142,0.194094
-100,142,0.191619
-98,142,0.189053
-96,142,0.186331
-94,142,0.183399
-92,142,0.180217
-90,142,0.176766
-88,142,0.173045
-86,142,0.169075
-84,142,0.164899
-82,142,0.160584
-80,142,0.156219
-78,142,0.151914
-76,142,0.147795
-74,142,0.144009
-72,142,0.140712
-70,142,0.13807
-68,142,0.136252
-66,142,0.135427
-64,142,0.135758
-62,142,0.137396
-60,142,0.140475
-58,142,0.145108
-56,142,0.15138
-54,142,0.159347
-52,142,0.169032
-50,142,0.180425
-48,142,0.19348
-46,142,0.208115
-44,142,0.224221
-42,142,0.241659
-40,142,0.260265
-38,142,0.279862
-36,142,0.300258
-34,142,0.321259
-32,142,0.342668
-30,142,0.364296
-28,142,0.385963
-26,142,0.407503
-24,142,0.428763
-22,142,0.449605
-20,142,0.469904
-18,142,0.489552
-16,142,0.508451
-14,142,0.526512
-12,142,0.543661
-10,142,0.559833
-8,142,0.574973
-6,142,0.589044
-4,142,0.602023
-2,142,0.613908
0,142,0.624721
2,142,0.634507
4,142,0.64334
6,142,0.651322
8,142,0.658579
10,142,0.665263
12,142,0.671542
14,142,0.677602
16,142,0.683631
18,142,0.68982
20,142,0.696353
22,142,0.703396
24,142,0.711098
26,142,0.71958
28,142,0.728933
30,142,0.739217
32,142,0.750453
34,142,0.76263
36,142,0.775701
38,142,0.789588
40,142,0.804179
42,142,0.819339
44,142,0.834908
46,142,0.850708
48,142,0.866548
50,142,0.882231
52,142,0.897555
54,142,0.912324
56,142,0.92635
58,142,0.939459
60,142,0.951496
62,142,0.962326
64,142,0.971839
66,142,0.979951
68,142,0.986603
70,142,0.991764
72,142,0.995425
74,142,0.997599
76,142,0.99832
78,142,0.997637
80,142,0.99561
82,142,0.992309
84,142,0.987808
86,142,0.982184
88,142,0.975511
90,142,0.967857
92,142,0.959286
94,142,0.949852
96,142,0.939599
98,142,0.928561
100,142,0.916763
102,142,0.904219
104,142,0.890936
106,142,0.876911
108,142,0.862142
110,142,0.846621
112,142,0.830344
114,142,0.81331
116,142,0.795528
118,142,0.777018
120,142,0.757813
122,142,0.737965
124,142,0.717544
126,142,0.696642
128,142,0.675373
130,142,0.653869
132,142,0.632284
134,142,0.610789
136,142,0.589568
138,142,0.568814
140,142,0.548726
142,142,0.5295
144,142,0.511323
146,142,0.49437
148,142,0.478794
150,142,0.464722
152,142,0.452248
154,142,0.441432
156,142,0.432294
158,142,0.424813
160,142,0.418926
162,142,0.414533
164,142,0.411498
166,142,0.409651
168,142,0.4088
170,142,0.408736
172,142,0.409238
174,142,0.410084
176,142,0.41106
178,142,0.411964
180,142,0.412614
-180,144,0.447099
-178,144,0.447848
-176,144,0.447902
-174,144,0.447156
-172,144,0.445536
-170,144,0.442997
-168,144,0.439519
-166,144,0.435107
-164,144,0.429787
-162,144,0.423603
-160,144,0.416615
-158,144,0.408894
-156,144,0.400518
-154,144,0.391574
-152,144,0.382151
-150,144,0.37234
-148,144,0.362233
-146,144,0.351922
-144,144,0.341496
-142,144,0.331042
-140,144,0.320646
-138,144,0.310385
-136,144,0.300338
-134,144,0.290572
-132,144,0.281153
-130,144,0.272137
-128,144,0.263573
-126,144,0.255498
-124,144,0.247943
-122,144,0.240926
-120,144,0.234452
-118,144,0.228517
-116,144,0.223102
-114,144,0.218179
-112,144,0.213708
-110,144,0.209639
-108,144,0.205916
-106,144,0.202476
-104,144,0.199252
-102,144,0.196178
-100,144,0.193189
-98,144,0.190227
-96,144,0.18724
-94,144,0.184188
-92,144,0.181045
-90,144,0.177799
-88,144,0.174457
-86,144,0.171042
-84,144,0.1676
-82,144,0.164193
-80,144,0.160901
-78,144,0.157825
-76,144,0.155077
-74,144,0.152785
-72,144,0.151085
-70,144,0.150121
-68,144,0.150036
-66,144,0.150975
-64,144,0.153072
-62,144,0.156453
-60,144,0.161227
-58,144,0.167482
-56,144,0.175286
-54,144,0.184675
-52,144,0.195661
-50,144,0.208225
-48,144,0.222315
-46,144,0.237852
-44,144,0.254729
-42,144,0.272815
-40,144,0.291957
-38,144,0.311987
-36,144,0.332723
-34,144,0.353978
-32,144,0.375563
-30,144,0.39729
-28,144,0.418977
-26,144,0.440453
-24,144,0.461554
-22,144,0.482132
-20,144,0.50205
-18,144,0.521185
-16,144,0.539428
-14,144,0.556685
-12,144,0.572874
-10,144,0.587932
-8,144,0.601809
-6,144,0.614476
-4,144,0.625923
-2,144,0.636164
0,144,0.645235
2,144,0.653199
4,144,0.660146
6,144,0.666189
8,144,0.671467
10,144,0.676138
12,144,0.680378
14,144,0.684375
16,144,0.688321
18,144,0.692411
20,144,0.69683
22,144,0.70175
24,144,0.707325
26,144,0.713685
28,144,0.720933
30,144,0.729138
32,144,0.738339
34,144,0.748541
36,144,0.759715
38,144,0.771802
40,144,0.784711
42,144,0.798326
44,144,0.812507
46,144,0.827094
48,144,0.841916
50,144,0.856787
52,144,0.871521
54,144,0.885929
56,144,0.89983
58,144,0.913048
60,144,0.925424
62,144,0.936816
64,144,0.947098
66,144,0.956168
68,144,0.963945
70,144,0.97037
72,144,0.975406
74,144,0.979036
76,144,0.981261
78,144,0.982097
80,144,0.981574
82,144,0.979732
84,144,0.976619
86,144,0.972285
88,144,0.966784
90,144,0.960168
92,144,0.952487
94,144,0.943786
96,144,0.934106
98,144,0.923482
100,144,0.911942
102,144,0.89951
104,144,0.886206
106,144,0.872047
108,144,0.857049
110,144,0.841229
112,144,0.82461
114,144,0.80722
116,144,0.789097
118,144,0.770291
120,144,0.750867
122,144,0.730903
124,144,0.7105
126,144,0.689771
128,144,0.668851
130,144,0.64789
132,144,0.627053
134,144,0.606518
136,144,0.586469
138,144,0.567094
140,144,0.548582
142,144,0.531112
144,144,0.514849
146,144,0.499944
148,144,0.486519
150,144,0.47467
152,144,0.464458
154,144,0.45591
156,144,0.449012
158,144,0.443715
160,144,0.439929
162,144,0.437531
164,144,0.436367
166,144,0.436254
168,144,0.436991
170,144,0.438362
172,144,0.440144
174,144,0.442116
176,144,0.444062
178,144,0.445784
180,144,0.447099
-180,146,0.483543
-178,146,0.484854
-176,146,0.485336
-174,146,0.484889
-172,146,0.483436
-170,146,0.480931
-168,146,0.477353
-166,146,0.472708
-164,146,0.467022
-162,146,0.460345
-160,146,0.452741
-158,146,0.444288
-156,146,0.435077
-154,146,0.425204
-152,146,0.414774
-150,146,0.403892
-148,146,0.392664
-146,146,0.381197
-144,146,0.369595
-142,146,0.357955
-140,146,0.346373
-138,146,0.334937
-136,146,0.323728
-134,146,0.312821
-132,146,0.302281
-130,146,0.292165
-128,146,0.282521
-126,146,0.273386
-124,146,0.264788
-122,146,0.256744
-120,146,0.24926
-118,146,0.242331
-116,146,0.235942
-114,146,0.230071
-112,146,0.224683
-110,146,0.21974
-108,146,0.215193
-106,146,0.210994
-104,146,0.20709
-102,146,0.20343
-100,146,0.199963
-98,146,0.196645
-96,146,0.193439
-94,146,0.190317
-92,146,0.187264
-90,146,0.184275
-88,146,0.181363
-86,146,0.178554
-84,146,0.175891
-82,146,0.173431
-80,146,0.171248
-78,146,0.169428
-76,146,0.16807
-74,146,0.167284
-72,146,0.167183
-70,146,0.167889
-68,146,0.169521
-66,146,0.172196
-64,146,0.176024
-62,146,0.181103
-60,146,0.187519
-58,146,0.195338
-56,146,0.204606
-54,146,0.215346
-52,146,0.227554
-50,146,0.241202
-48,146,0.256237
-46,146,0.272576
-44,146,0.290117
-42,146,0.308732
-40,146,0.328278
-38,146,0.348594
-36,146,0.369508
-34,146,0.39084
-32,146,0.412406
-30,146,0.434024
-28,146,0.455511
-26,146,0.476693
-24,146,0.497405
-22,146,0.51749
-20,146,0.536805
-18,146,0.555222
-16,146,0.572624
-14,146,0.588913
-12,146,0.604008
-10,146,0.617846
-8,146,0.630383
-6,146,0.641597
-4,146,0.651489
-2,146,0.660084
0,146,0.667431
2,146,0.673605
4,146,0.678705
6,146,0.682856
8,146,0.686203
10,146,0.688908
12,146,0.691151
14,146,0.693121
16,146,0.69501
18,146,0.697012
20,146,0.699312
22,146,0.702085
24,146,0.705486
26,146,0.709651
28,146,0.714689
30,146,0.720681
32,146,0.727679
34,146,0.735701
36,146,0.744736
38,146,0.754742
40,146,0.76565
42,146,0.777363
44,146,0.789762
46,146,0.802708
48,146,0.816048
50,146,0.829614
52,146,0.843235
54,146,0.856736
56,146,0.869942
58,146,0.882686
60,146,0.894808
62,146,0.90616
64,146,0.916613
66,146,0.926049
68,146,0.934371
70,146,0.941502
72,146,0.947381
74,146,0.951966
76,146,0.95523
78,146,0.957164
80,146,0.957771
82,146,0.957063
84,146,0.955064
86,146,0.951803
88,146,0.947312
90,146,0.94163
92,146,0.934792
94,146,0.926836
96,146,0.917799
98,146,0.907714
100,146,0.896615
102,146,0.884535
104,146,0.871504
106,146,0.857556
108,146,0.842725
110,146,0.82705
112,146,0.810578
114,146,0.793361
116,146,0.775463
118,146,0.75696
120,146,0.737939
122,146,0.718505
124,146,0.698775
126,146,0.678881
128,146,0.658972
130,146,0.639204
132,146,0.619748
134,146,0.600778
136,146,0.582473
138,146,0.565009
140,146,0.548557
142,146,0.533276
144,146,0.519308
146,146,0.506773
148,146,0.495766
150,146,0.486351
152,146,0.478562
154,146,0.472394
156,146,0.467809
158,146,0.464733
160,146,0.463058
162,146,0.462643
164,146,0.463324
166,146,0.46491
168,146,0.467196
170,146,0.469966
172,146,0.472999
174,146,0.476077
176,146,0.478988
178,146,0.481536
180,146,0.483543
-180,148,0.521642
-178,148,0.52354
-176,148,0.524507
-174,148,0.52444
-172,148,0.523265
-170,148,0.520936
-168,148,0.51743
-166,148,0.512751
-164,148,0.506928
-162,148,0.500007
-160,148,0.492057
-158,148,0.483159
-156,148,0.473407
-154,148,0.462905
-152,148,0.451765
-150,148,0.440101
-148,148,0.428029
-146,148,0.415665
-144,148,0.403121
-142,148,0.390507
-140,148,0.377925
-138,148,0.36547
-136,148,0.353231
-134,148,0.341288
-132,148,0.329709
-130,148,0.318554
-128,148,0.307875
-126,148,0.29771
-124,148,0.288089
-122,148,0.279031
-120,148,0.270546
-118,148,0.262633
-116,148,0.255284
-114,148,0.248481
-112,148,0.242199
-110,148,0.236408
-108,148,0.231073
-106,148,0.226157
-104,148,0.22162
-102,148,0.217423
-100,148,0.213532
-98,148,0.209915
-96,148,0.206546
-94,148,0.203408
-92,148,0.200495
-90,148,0.197808
-88,148,0.195364
-86,148,0.193189
-84,148,0.191324
-82,148,0.189819
-80,148,0.18874
-78,148,0.18816
-76,148,0.188162
-74,148,0.188837
-72,148,0.190279
-70,148,0.192585
-68,148,0.19585
-66,148,0.200167
-64,148,0.205619
-62,148,0.212282
-60,148,0.220217
-58,148,0.229468
-56,148,0.240063
-54,148,0.252008
-52,148,0.265289
-50,148,0.279868
-48,148,0.295686
-46,148,0.31266
-44,148,0.330689
-42,148,0.34965
-40,148,0.369405
-38,148,0.389801
-36,148,0.410673
-34,148,0.431851
-32,148,0.453156
-30,148,0.474411
-28,148,0.495439
-26,148,0.516067
-24,148,0.53613
-22,148,0.555471
-20,148,0.573947
-18,148,0.591426
-16,148,0.607794
-14,148,0.622952
-12,148,0.63682
-10,148,0.64934
-8,148,0.660472
-6,148,0.670203
-4,148,0.67854
-2,148,0.685518
0,148,0.691193
2,148,0.695648
4,148,0.698989
6,148,0.701345
8,148,0.702863
10,148,0.703708
12,148,0.704057
14,148,0.704095
16,148,0.704014
18,148,0.704001
20,148,0.70424
22,148,0.704902
24,148,0.706145
26,148,0.708103
28,148,0.710892
30,148,0.7146
32,148,0.719287
34,148,0.724986
36,148,0.731701
38,148,0.739407
40,148,0.748054
42,148,0.757565
44,148,0.767843
46,148,0.778769
48,148,0.790211
50,148,0.802022
52,148,0.814048
54,148,0.826129
56,148,0.838103
58,148,0.849812
60,148,0.861103
62,148,0.871831
64,148,0.881861
66,148,0.891073
68,148,0.899358
70,148,0.906626
72,148,0.912801
74,148,0.91782
76,148,0.921638
78,148,0.924223
80,148,0.925557
82,148,0.92563
84,148,0.924445
86,148,0.922011
88,148,0.918347
90,148,0.913474
92,148,0.907418
94,148,0.90021
96,148,0.89188
98,148,0.882464
100,148,0.871997
102,148,0.860518
104,148,0.84807
106,148,0.834697
108,148,0.82045
110,148,0.805387
112,148,0.78957
114,148,0.773074
116,148,0.755981
118,148,0.738386
120,148,0.720396
122,148,0.702127
124,148,0.683712
126,148,0.665291
128,148,0.647016
130,148,0.629046
132,148,0.611547
134,148,0.594683
136,148,0.578622
138,148,0.563521
140,148,0.549531
142,148,0.536786
144,148,0.525403
146,148,0.515473
148,148,0.507065
150,148,0.500215
152,148,0.49493
154,148,0.491182
156,148,0.488912
158,148,0.48803
160,148,0.488413
162,148,0.489913
164,148,0.492359
166,148,0.49556
168,148,0.499313
170,148,0.503404
172,148,0.507619
174,148,0.511747
176,148,0.515584
178,148,0.51894
180,148,0.521642
-180,150,0.561038
-178,150,0.563529
-176,150,0.565013
-174,150,0.565394
-172,150,0.564598
-170,150,0.562578
-168,150,0.559311
-166,150,0.554801
-164,150,0.549073
-162,150,0.542172
-160,150,0.534163
-158,150,0.525128
-156,150,0.515162
-154,150,0.504368
-152,150,0.492861
-150,150,0.480757
-148,150,0.468177
-146,150,0.455241
-144,150,0.442068
-142,150,0.428772
-140,150,0.41546
-138,150,0.402236
-136,150,0.389191
-134,150,0.37641
-132,150,0.363969
-130,150,0.351932
-128,150,0.340353
-126,150,0.329278
-124,150,0.318741
-122,150,0.308765
-120,150,0.299368
-118,150,0.290554
-116,150,0.282322
-114,150,0.274665
-112,150,0.267566
-110,150,0.261006
-108,150,0.254962
-106,150,0.249407
-104,150,0.244315
-102,150,0.239661
-100,150,0.23542
-98,150,0.231572
-96,150,0.228104
-94,150,0.225005
-92,150,0.222277
-90,150,0.219925
-88,150,0.217969
-86,150,0.216432
-84,150,0.215353
-82,150,0.214775
-80,150,0.214753
-78,150,0.215347
-76,150,0.216626
-74,150,0.21866
-72,150,0.221525
-70,150,0.225294
-68,150,0.230041
-66,150,0.235834
-64,150,0.242732
-62,150,0.250789
-60,150,0.260042
-58,150,0.270518
-56,150,0.282226
-54,150,0.295157
-52,150,0.309286
-50,150,0.324567
-48,150,0.340934
-46,150,0.358304
-44,150,0.376576
-42,150,0.395631
-40,150,0.415336
-38,150,0.435545
-36,150,0.456102
-34,150,0.476844
-32,150,0.497602
-30,150,0.518205
-28,150,0.538484
-26,150,0.558272
-24,150,0.57741
-22,150,0.595745
-20,150,0.613138
-18,150,0.629461
-16,150,0.644605
-14,150,0.658474
-12,150,0.670994
-10,150,0.682111
-8,150,0.691792
-6,150,0.70003
-4,150,0.706837
-2,150,0.712254
0,150,0.716341
2,150,0.719186
4,150,0.720896
6,150,0.721598
8,150,0.721439
10,150,0.720578
12,150,0.719189
14,150,0.71745
16,150,0.715544
18,150,0.713653
20,150,0.711952
22,150,0.710609
24,150,0.709776
26,150,0.709588
28,150,0.710161
30,150,0.711587
32,150,0.713935
34,150,0.717248
36,150,0.721543
38,150,0.72681
40,150,0.733018
42,150,0.740109
44,150,0.748007
46,150,0.756616
48,150,0.765823
50,150,0.775505
52,150,0.785524
54,150,0.795742
56,150,0.806011
58,150,0.816187
60,150,0.826127
62,150,0.835693
64,150,0.844754
66,150,0.853189
68,150,0.860888
70,150,0.867751
72,150,0.873694
74,150,0.878643
76,150,0.882539
78,150,0.885334
80,150,0.886992
82,150,0.887491
84,150,0.886815
86,150,0.88496
88,150,0.88193
90,150,0.877735
92,150,0.872392
94,150,0.865926
96,150,0.858363
98,150,0.849738
100,150,0.840088
102,150,0.829458
104,150,0.817896
106,150,0.805456
108,150,0.792202
110,150,0.778202
112,150,0.763534
114,150,0.748284
116,150,0.732548
118,150,0.716433
120,150,0.700053
122,150,0.683536
124,150,0.667015
126,150,0.650632
128,150,0.634537
130,150,0.618882
132,150,0.60382
134,150,0.589504
136,150,0.576081
138,150,0.563688
140,150,0.552452
142,150,0.542482
144,150,0.533868
146,150,0.526676
148,150,0.520949
150,150,0.516699
152,150,0.513911
154,150,0.512541
156,150,0.512514
158,150,0.513728
160,150,0.516055
162,150,0.519343
164,150,0.523422
166,150,0.528104
168,150,0.533192
170,150,0.538484
172,150,0.543773
174,150,0.548859
176,150,0.553549
178,150,0.557664
180,150,0.561038
-180,152,0.601327
-178,152,0.604389
-176,152,0.606404
-174,152,0.607278
-172,152,0.606942
-170,152,0.60535
-168,152,0.602479
-166,152,0.598329
-164,152,0.592922
-162,152,0.5863
-160,152,0.578524
-158,152,0.56967
-156,152,0.559828
-154,152,0.5491
-152,152,0.537596
-150,152,0.525431
-148,152,0.512724
-146,152,0.499596
-144,152,0.486165
-142,152,0.472547
-140,152,0.458853
-138,152,0.445187
-136,152,0.431647
-134,152,0.418321
-132,152,0.405289
-130,152,0.39262
-128,152,0.380376
-126,152,0.368606
-124,152,0.357351
-122,152,0.346644
-120,152,0.336506
-118,152,0.326954
-116,152,0.317995
-114,152,0.30963
-112,152,0.301854
-110,152,0.294659
-108,152,0.288032
-106,152,0.28196
-104,152,0.276427
-102,152,0.271419
-100,152,0.266922
-98,152,0.262928
-96,152,0.259429
-94,152,0.256424
-92,152,0.253918
-90,152,0.25192
-88,152,0.250449
-86,152,0.249529
-84,152,0.24919
-82,152,0.24947
-80,152,0.250413
-78,152,0.252066
-76,152,0.254482
-74,152,0.257715
-72,152,0.261819
-70,152,0.26685
-68,152,0.272857
-66,152,0.279888
-64,152,0.287981
-62,152,0.297167
-60,152,0.307465
-58,152,0.318882
-56,152,0.331413
-54,152,0.345035
-52,152,0.359713
-50,152,0.375392
-48,152,0.392002
-46,152,0.40946
-44,152,0.427663
-42,152,0.446498
-40,152,0.465837
-38,152,0.485541
-36,152,0.505463
-34,152,0.52545
-32,152,0.545341
-30,152,0.564979
-28,152,0.584202
-26,152,0.602854
-24,152,0.620785
-22,152,0.637853
-20,152,0.653926
-18,152,0.668886
-16,152,0.682629
-14,152,0.695069
-12,152,0.706138
-10,152,0.715788
-8,152,0.723994
-6,152,0.730752
-4,152,0.736079
-2,152,0.740018
0,152,0.742631
2,152,0.744005
4,152,0.744243
6,152,0.74347
8,152,0.741824
10,152,0.739459
12,152,0.736536
14,152,0.733224
16,152,0.729695
18,152,0.726119
20,152,0.722664
22,152,0.719487
24,152,0.716733
26,152,0.714534
28,152,0.713003
30,152,0.712236
32,152,0.712305
34,152,0.71326
36,152,0.715129
38,152,0.717919
40,152,0.721611
42,152,0.726169
44,152,0.731535
46,152,0.737634
48,152,0.744376
50,152,0.751657
52,152,0.759365
54,152,0.767378
56,152,0.775569
58,152,0.783809
60,152,0.79197
62,152,0.799925
64,152,0.807552
66,152,0.814735
68,152,0.821367
70,152,0.827348
72,152,0.832591
74,152,0.837016
76,152,0.840557
78,152,0.843157
80,152,0.844771
82,152,0.845364
84,152,0.844911
86,152,0.843398
88,152,0.840818
90,152,0.837173
92,152,0.832475
94,152,0.82674
96,152,0.819994
98,152,0.812269
100,152,0.803604
102,152,0.794044
104,152,0.783643
106,152,0.772461
108,152,0.760567
110,152,0.748036
112,152,0.734954
114,152,0.721412
116,152,0.707514
118,152,0.693368
120,152,0.679092
122,152,0.664812
124,152,0.650659
126,152,0.636768
128,152,0.623279
130,152,0.610329
132,152,0.598058
134,152,0.586598
136,152,0.576075
138,152,0.566603
140,152,0.558284
142,152,0.551201
144,152,0.54542
146,152,0.540984
148,152,0.537912
150,152,0.536198
152,152,0.53581
154,152,0.536691
156,152,0.538756
158,152,0.541899
160,152,0.54599
162,152,0.550881
164,152,0.556405
166,152,0.562385
168,152,0.568635
170,152,0.574964
172,152,0.581181
174,152,0.587098
176,152,0.592538
178,152,0.597331
180,152,0.601327
-180,154,0.642061
-178,154,0.645649
-176,154,0.64818
-174,154,0.64957
-172,154,0.649753
-170,154,0.648684
-168,154,0.646341
-166,154,0.642722
-164,154,0.637844
-162,154,0.631745
-160,154,0.624477
-158,154,0.616111
-156,154,0.60673
-154,154,0.596426
-152,154,0.585303
-150,154,0.57347
-148,154,0.56104
-146,154,0.548129
-144,154,0.534852
-142,154,0.521322
-140,154,0.507649
-138,154,0.493937
-136,154,0.480284
-134,154,0.466782
-132,154,0.453513
-130,154,0.44055
-128,154,0.427961
-126,154,0.4158
-124,154,0.404117
-122,154,0.392951
-120,154,0.382333
-118,154,0.372286
-116,154,0.36283
-114,154,0.353974
-112,154,0.345725
-110,154,0.338085
-108,154,0.331054
-106,154,0.324628
-104,154,0.318802
-102,154,0.313573
-100,154,0.308936
-98,154,0.30489
-96,154,0.301436
-94,154,0.298577
-92,154,0.296321
-90,154,0.29468
-88,154,0.293671
-86,154,0.293315
-84,154,0.293637
-82,154,0.294667
-80,154,0.296438
-78,154,0.298985
-76,154,0.302346
-74,154,0.306559
-72,154,0.311661
-70,154,0.317687
-68,154,0.324669
-66,154,0.332635
-64,154,0.341602
-62,154,0.351584
-60,154,0.362583
-58,154,0.37459
-56,154,0.387585
-54,154,0.401535
-52,154,0.416395
-50,154,0.432106
-48,154,0.448593
-46,154,0.465771
-44,154,0.483541
-42,154,0.501793
-40,154,0.520406
-38,154,0.539249
-36,154,0.558187
-34,154,0.577074
-32,154,0.595766
-30,154,0.614115
-28,154,0.631974
-26,154,0.6492
-24,154,0.665657
-22,154,0.681213
-20,154,0.69575
-18,154,0.709161
-16,154,0.721353
-14,154,0.73225
-12,154,0.741791
-10,154,0.749938
-8,154,0.756669
-6,154,0.761985
-4,154,0.765906
-2,154,0.768475
0,154,0.769751
2,154,0.769818
4,154,0.768773
6,154,0.766731
8,154,0.763822
10,154,0.760185
12,154,0.755971
14,154,0.751333
16,154,0.74643
18,154,0.741417
20,154,0.73645
22,154,0.731672
24,154,0.727222
26,154,0.723222
28,154,0.719782
30,154,0.716996
32,154,0.714938
34,154,0.713663
36,154,0.713209
38,154,0.713591
40,154,0.714808
42,154,0.716838
44,154,0.719641
46,154,0.723165
48,154,0.727339
50,154,0.732082
52,154,0.737302
54,154,0.742899
56,154,0.748767
58,154,0.754796
60,154,0.760875
62,154,0.766891
64,154,0.772736
66,154,0.778304
68,154,0.783495
70,154,0.788217
72,154,0.792382
74,154,0.795914
76,154,0.798743
78,154,0.800812
80,154,0.80207
82,154,0.802477
84,154,0.802003
86,154,0.800627
88,154,0.798337
90,154,0.795129
92,154,0.79101
94,154,0.785992
96,154,0.780099
98,154,0.77336
100,154,0.765813
102,154,0.757505
104,154,0.748488
106,154,0.738826
108,154,0.728587
110,154,0.717849
112,154,0.706698
114,154,0.695226
116,154,0.683534
118,154,0.671727
120,154,0.659919
122,154,0.648228
124,154,0.636773
126,154,0.625678
128,154,0.615067
130,154,0.605061
132,154,0.595778
134,154,0.587328
136,154,0.579814
138,154,0.573327
140,154,0.567944
142,154,0.563724
144,154,0.560711
146,154,0.558927
148,154,0.558373
150,154,0.559029
152,154,0.560849
154,154,0.563769
156,154,0.567701
158,154,0.572537
160,154,0.578152
162,154,0.584403
164,154,0.591137
166,154,0.598187
168,154,0.605383
170,154,0.61255
172,154,0.619514
174,154,0.626104
176,154,0.632158
178,154,0.637523
180,154,0.642061
-180,156,0.682763
-178,156,0.686803
-176,156,0.689811
-174,156,0.691711
-172,156,0.692441
-170,156,0.691962
-168,156,0.69025
-166,156,0.687301
-164,156,0.683129
-162,156,0.677764
-160,156,0.671252
-158,156,0.663653
-156,156,0.655041
-154,156,0.645499
-152,156,0.63512
-150,156,0.624003
-148,156,0.612252
-146,156,0.599974
-144,156,0.587276
-142,156,0.574265
-140,156,0.561047
-138,156,0.547723
-136,156,0.534387
-134,156,0.521132
-132,156,0.508039
-130,156,0.495187
-128,156,0.482644
-126,156,0.470471
-124,156,0.458723
-122,156,0.447445
-120,156,0.436678
-118,156,0.426453
-116,156,0.416798
-114,156,0.407732
-112,156,0.399274
-110,156,0.391434
-108,156,0.384222
-106,156,0.377645
-104,156,0.371709
-102,156,0.366416
-100,156,0.361772
-98,156,0.357782
-96,156,0.354451
-94,156,0.351788
-92,156,0.349802
-90,156,0.348506
-88,156,0.347914
-86,156,0.348045
-84,156,0.348917
-82,156,0.350552
-80,156,0.352974
-78,156,0.356206
-76,156,0.360273
-74,156,0.365198
-72,156,0.371003
-70,156,0.377706
-68,156,0.385323
-66,156,0.393863
-64,156,0.403329
-62,156,0.413719
-60,156,0.425018
-58,156,0.437208
-56,156,0.450255
-54,156,0.464119
-52,156,0.478746
-50,156,0.494074
-48,156,0.510028
-46,156,0.526522
-44,156,0.54346
-42,156,0.560739
-40,156,0.578245
-38,156,0.595858
-36,156,0.613452
-34,156,0.630897
-32,156,0.648062
-30,156,0.664813
-28,156,0.681019
-26,156,0.696554
-24,156,0.711295
-22,156,0.725127
-20,156,0.737947
-18,156,0.74966
-16,156,0.760187
-14,156,0.769461
-12,156,0.777432
-10,156,0.784068
-8,156,0.789354
-6,156,0.793293
-4,156,0.795905
-2,156,0.797232
0,156,0.79733
2,156,0.796274
4,156,0.794152
6,156,0.79107
8,156,0.787141
10,156,0.782493
12,156,0.777258
14,156,0.771574
16,156,0.765583
18,156,0.759423
20,156,0.753234
22,156,0.747146
24,156,0.741285
26,156,0.735764
28,156,0.730687
30,156,0.72614
32,156,0.7222
34,156,0.718924
36,156,0.716353
38,156,0.714514
40,156,0.713415
42,156,0.713049
44,156,0.713395
46,156,0.714416
48,156,0.716062
50,156,0.718273
52,156,0.720979
54,156,0.7241
56,156,0.727553
58,156,0.731247
60,156,0.735089
62,156,0.738986
64,156,0.742845
66,156,0.746574
68,156,0.750086
70,156,0.753297
72,156,0.756128
74,156,0.758509
76,156,0.760375
78,156,0.761669
80,156,0.762342
82,156,0.762354
84,156,0.761673
86,156,0.760276
88,156,0.758149
90,156,0.755286
92,156,0.751688
94,156,0.747368
96,156,0.742345
98,156,0.736646
100,156,0.730307
102,156,0.723371
104,156,0.715891
106,156,0.707925
108,156,0.699539
110,156,0.690808
112,156,0.681812
114,156,0.672637
116,156,0.663377
118,156,0.654128
120,156,0.644993
122,156,0.636074
124,156,0.627479
126,156,0.619313
128,156,0.611679
130,156,0.604679
132,156,0.598409
134,156,0.592955
136,156,0.588398
138,156,0.584804
140,156,0.582228
142,156,0.580708
144,156,0.580269
146,156,0.580914
148,156,0.582633
150,156,0.585391
152,156,0.589139
154,156,0.593807
156,156,0.599309
158,156,0.605541
160,156,0.612384
162,156,0.619708
164,156,0.627373
166,156,0.635228
168,156,0.643121
170,156,0.650895
172,156,0.658396
174,156,0.665473
176,156,0.671981
178,156,0.677785
180,156,0.682763
-180,158,0.722928
-178,158,0.727324
-176,158,0.730744
-174,158,0.733118
-172,158,0.734395
-170,158,0.734536
