"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainPhi) []","dB(RealizedGainTheta) []","dB(RealizedGainTotal) []"
2,90,10,-1.1480962815308,-15.2293147811791,-0.981635158261019
2,90,11,-1.13370057948846,-15.1902187303194,-0.966308082117376
2,90,12,-1.11614282203057,-15.1581341815446,-0.948200179029689
2,90,13,-1.0954839317,-15.1331149680126,-0.927375812688516
2,90,14,-1.07187819671334,-15.1150303558265,-0.903979579589044
2,90,15,-1.0455543324253,-15.1035907379392,-0.878219230908429
2,90,16,-1.01679600359797,-15.0983752473124,-0.85034844514318
2,90,17,-0.98592304790079,-15.0988606214807,-0.820650500683763
2,90,18,-0.95327441681046,-15.1044507029782,-0.789423683658254
2,90,19,-0.919193572356653,-15.1145059419747,-0.756969014882203
2,90,20,-0.88401678514938,-15.1283722042804,-0.723580622259001
2,90,21,-0.848064502573572,-15.145408109668,-0.689538847048269
2,90,22,-0.811635718316597,-15.165010063611,-0.655105971553467
2,90,23,-0.775005087991378,-15.1866341289231,-0.620524301290758
2,90,24,-0.738422404385054,-15.2098139345942,-0.58601622891511
2,90,25,-0.702113967212128,-15.2341739491098,-0.551785847270359
2,90,26,-0.666285349546822,-15.2594376533994,-0.51802165885461
2,90,27,-0.631125067778638,-15.2854304195449,-0.484899941167222
2,90,28,-0.5968086950336,-15.3120772093011,-0.45258836394521
2,90,29,-0.563503011205304,-15.3393955182085,-0.421249507814153
2,90,30,-0.531369848825219,-15.3674842723175,-0.391043997881087
2,90,31,-0.500569366990347,-15.3965096058152,-0.362133034832695
2,90,32,-0.471262560638919,-15.426688589134,-0.33468017573346
2,90,33,-0.443612885792611,-15.4582720302437,-0.308852283421978
2,90,34,-0.417786949955072,-15.4915274402856,-0.284819624457802
2,90,35,-0.393954278339786,-15.5267231512788,-0.262755148959964
2,90,36,-0.372286219259297,-15.5641144167393,-0.242833030019343
2,90,37,-0.352954094664858,-15.6039321358305,-0.225226574862873
2,90,38,-0.336126733844968,-15.646374636712,-0.210105644341926
2,90,39,-0.32196754956855,-15.6916027500193,-0.197633731848261
2,90,40,-0.310631326890424,-15.7397382094748,-0.187964858098358
2,90,41,-0.302260896267135,-15.7908652400669,-0.181240435394612
2,90,42,-0.296983855761934,-15.8450350387021,-0.177586245247428
2,90,43,-0.294909493405268,-15.9022727198636,-0.177109658058783
2,90,44,-0.29612604180839,-15.9625861914329,-0.179897204404031
2,90,45,-0.300698374506267,-16.0259763457513,-0.18601258573934
2,90,46,-0.308666228748678,-16.0924479011813,-0.195495189420284
2,90,47,-0.320043013917263,-16.1620202130537,-0.208359149881243
2,90,48,-0.334815239561915,-16.2347373924666,-0.224592975632345
2,90,49,-0.352942573128838,-16.3106771276507,-0.244159741107175
2,90,50,-0.374358515476011,-16.3899576934586,-0.266997823870979
2,90,51,-0.398971662717402,-16.4727427544719,-0.293022151632261
2,90,52,-0.426667506115346,-16.5592437073774,-0.322125910104356
2,90,53,-0.457310707831651,-16.6497194570927,-0.354182652139372
2,90,54,-0.490747779438027,-16.7444736657344,-0.389048740720651
2,90,55,-0.526810082193501,-16.8438496413695,-0.426566053302279
2,90,56,-0.56531706318719,-16.9482231340338,-0.466564872522553
2,90,57,-0.606079639441482,-17.0579933725446,-0.508866888342948
2,90,58,-0.648903642847885,-17.1735727041,-0.553288238977308
2,90,59,-0.693593242185204,-17.2953751906053,-0.59964252233031
2,90,60,-0.739954264201958,-17.4238044757905,-0.647743715760043
2,90,61,-0.787797343514302,-17.5592411728068,-0.697408949465103
2,90,62,-0.836940840486782,-17.7020299419102,-0.748461087276384
2,90,63,-0.887213476867315,-17.8524663413353,-0.800731077676542
2,90,64,-0.93845665023281,-18.010783450449,-0.854060047032861
2,90,65,-0.990526399731528,-18.1771381910051,-0.908301115873506
2,90,66,-1.04329500665271,-18.351597217376,-0.963320927160463
2,90,67,-1.09665222351792,-18.5341222173588,-1.01900088256819
2,90,68,-1.15050613424602,-18.7245544692544,-1.0752380884987
2,90,69,-1.2047836551632,-18.922598547244,-1.13194601777868
2,90,70,-1.25943069199093,-19.1278051661962,-1.18905489562075
2,90,71,-1.31441197135045,-19.3395533213567,-1.24651181951667
2,90,72,-1.36971056678969,-19.5570321215639,-1.30428062238229
2,90,73,-1.42532713899095,-19.7792230494446,-1.36234148668109
2,90,74,-1.48127890786306,-20.004883816143,-1.42069031465378
2,90,75,-1.53759837092562,-20.2325355069929,-1.47933785644092
2,90,76,-1.59433177805857,-20.4604553110652,-1.53830859407301
2,90,77,-1.65153736762556,-20.6866777289554,-1.59763937526948
2,90,78,-1.70928336348983,-20.9090076477306,-1.65737778696193
2,90,79,-1.76764572680637,-21.1250488909399,-1.7175802546254
2,90,80,-1.82670565095421,-21.3322515764102,-1.77830985002636
2,90,81,-1.88654678280836,-21.5279806106019,-1.83963378701394
2,90,82,-1.94725214897874,-21.709605735387,-1.90162058262954
2,90,83,-2.00890076191885,-21.8746106998499,-1.96433685924819
2,90,84,-2.07156387823012,-22.0207156064736,-2.02784376290654
2,90,85,-2.13530088044072,-22.1460028669858,-2.09219297371887
2,90,86,-2.200154754518,-22.2490343780442,-2.1574222867604
2,90,87,-2.26614713903766,-22.3289464522111,-2.22355074659507
2,90,88,-2.33327292912929,-22.3855104168468,-2.29057332652623
2,90,89,-2.40149443012106,-22.4191507179381,-2.35845515565521
2,90,90,-2.47073507353048,-22.430918159361,-2.42712531418008
2,90,91,-2.54087273323788,-22.4224222635175,-2.49647024150021
2,90,92,-2.61173271405372,-22.3957321521635,-2.56632683421658
2,90,93,-2.68308053022154,-22.3532586410097,-2.63647535367097
2,90,94,-2.75461464928798,-22.2976309413585,-2.70663231671076
2,90,95,-2.82595944829204,-22.2315797462911,-2.77644360984899
2,90,96,-2.89665871439679,-22.1578353530281,-2.84547814586367
2,90,97,-2.96617011914356,-22.0790458060129,-2.91322247143676
2,90,98,-3.03386119999778,-21.9977166542244,-2.97907683048801
2,90,99,-3.09900748660471,-21.916171300657,-3.0423532828306
2,90,100,-3.16079349932016,-21.8365292516025,-3.10227655983519
2,90,101,-3.21831740596097,-21.7606987740548,-3.15798839133392
2,90,102,-3.27060012608173,-21.6903803377061,-3.20855603987315
2,90,103,-3.3165995937153,-21.6270775177815,-3.25298570540786
2,90,104,-3.35523070287254,-21.5721125586677,-3.29024129157215
2,90,105,-3.38539114476927,-21.5266443921266,-3.3192687351915
2,90,106,-3.40599289548864,-21.4916874699944,-3.33902568776527
2,90,107,-3.4159985443249,-21.4681302576298,-3.34851581573802
2,90,108,-3.41446101320831,-21.4567526211316,-3.34682639685032
2,90,109,-3.40056458525565,-21.4582416281251,-3.33316730290804
2,90,110,-3.37366463995232,-21.4732054782121,-3.30690896851221
2,90,111,-3.33332319660071,-21.5021853978061,-3.26761665306764
2,90,112,-3.27933739222363,-21.5456653872595,-3.21507829860397
2,90,113,-3.21175841539798,-21.6040797053956,-3.14932361860046
2,90,114,-3.13089916645123,-21.6778179235158,-3.07063271391453
2,90,115,-3.03732992639896,-21.7672272791995,-2.97953342551837
2,90,116,-2.93186244205169,-21.8726119070679,-2.87678766902253
2,90,117,-2.81552389647497,-21.9942283122403,-2.76336799397625
2,90,118,-2.68952307078184,-22.1322761717446,-2.64042642122657
2,90,119,-2.55521150460334,-22.2868831858448,-2.50925812589751
2,90,120,-2.41404258964881,-22.4580822403765,-2.37126270627903
2,90,121,-2.26753131585337,-22.6457785715244,-2.22790562974668
2,90,122,-2.11721691805434,-22.8497039477587,-2.0806820465586
2,90,123,-1.96463005380457,-23.0693541326678,-1.93108460925684
2,90,124,-1.81126548897766,-23.3039051642261,-1.78057633033255
2,90,125,-1.65856066485552,-23.5521034992125,-1.63056893811836
2,90,126,-1.50788002489188,-23.8121252577756,-1.48240670792436
2,90,127,-1.36050461641601,-24.0814014380848,-1.33735538090847
2,90,128,-1.21762625187405,-24.3564103237328,-1.19659554141541
2,90,129,-1.08034539869726,-24.6324472190601,-1.06121969192853
2,90,130,-0.949671941071016,-24.9033973073947,-0.932232221513988
2,90,131,-0.826527993546349,-25.1615613632087,-0.810551483973325
2,90,132,-0.711752020923971,-25.3976146961318,-0.697013262606795
2,90,133,-0.606103611185074,-25.6008082596295,-0.592374980124253
2,90,134,-0.510268343741679,-25.7595271035523,-0.497320100113674
2,90,135,-0.424862284085195,-25.8622752597868,-0.412462250411863
2,90,136,-0.350435712154769,-25.8990343926926,-0.338348672384165
2,90,137,-0.287475752551581,-25.8627627643392,-0.275462660164416
2,90,138,-0.236407619342121,-25.7506438652563,-0.224224699176391
2,90,139,-0.197594217342148,-25.564680284848,-0.184992044159388
2,90,140,-0.171333857251945,-25.3114185633163,-0.158056495030844
2,90,141,-0.157855846568443,-25.0009036954365,-0.14364013683854
2,90,142,-0.157313715658239,-24.6452173531953,-0.141888811506419
2,90,143,-0.169775834042157,-24.2570188756694,-0.152863089253388
2,90,144,-0.195213173260513,-23.8483928747879,-0.176526513717142
2,90,145,-0.233483990170998,-23.4301222812558,-0.212730917094505
2,90,146,-0.284315252925228,-23.0113555770007,-0.26119865409368
2,90,147,-0.347280731450758,-22.5995628857094,-0.321501705305096
2,90,148,-0.421775851974923,-22.2006652424345,-0.393037776823776
2,90,149,-0.506989704991679,-21.8192442792797,-0.475003804833235
2,90,150,-0.601875037844388,-21.4587709234141,-0.566367697241671
2,90,151,-0.705117697430227,-21.1218186396759,-0.665839745045386
2,90,152,-0.815107846264406,-20.8102454568908,-0.771845939275694
2,90,153,-0.929916357850856,-20.5253402114151,-0.882506432314525
2,90,154,-1.04728104697208,-20.2679342388965,-0.995623526568483
2,90,155,-1.16460864938836,-20.0384821805426,-1.1086847094455
2,90,156,-1.27899943471424,-19.8371161406025,-1.21888710533101
2,90,157,-1.38730155479681,-19.6636770995649,-1.32318986425269
2,90,158,-1.48620110972016,-19.5177268227124,-1.41839992688824
2,90,159,-1.57235087594846,-19.3985428316065,-1.50129378607587
2,90,160,-1.64253537950245,-19.3050985206992,-1.56877304378914
2,90,161,-1.69386282628264,-19.2360303405363,-1.61804503035075
2,90,162,-1.72396654590037,-19.1895942603707,-1.64681260188759
2,90,163,-1.73119218232273,-19.1636146032374,-1.65345134232889
2,90,164,-1.71474435555236,-19.1554299540306,-1.63714997756814
2,90,165,-1.67476976090223,-19.1618432706229,-1.59799253020949
2,90,166,-1.61236279793431,-19.1790865330608,-1.53696879810373
2,90,167,-1.52949280070158,-19.2028138984158,-1.45591141911748
2,90,168,-1.42886518178297,-19.2281405349299,-1.35736994479754
2,90,169,-1.31373860263316,-19.2497455632034,-1.24444164624129
2,90,170,-1.18772434704845,-19.262054697014,-1.1205830254997
2,90,171,-1.05459225363086,-19.2595090544194,-0.989424884515375
2,90,172,-0.918101522810777,-19.2369101725808,-0.85460865619947
2,90,173,-0.781866915106616,-19.1898093183419,-0.719654688336274
2,90,174,-0.649263508448177,-19.1148875270493,-0.587866327103272
2,90,175,-0.523367636720197,-19.010260291175,-0.462268299755382
2,90,176,-0.406928311857362,-18.8756456566166,-0.345574538645489
2,90,177,-0.30236209268298,-18.7123589829825,-0.240179079620937
2,90,178,-0.211764444579568,-18.5231351578298,-0.148163536901482
2,90,179,-0.136931537346113,-18.3118163084434,-0.0713153646696846
2,90,180,-0.0793876720273303,-18.0829668637786,-0.0111522075981084
